Series,Year,Deaths
5-14 years old,1990,7
5-14 years old,1991,8
5-14 years old,1992,7
5-14 years old,1993,7
5-14 years old,1994,7
5-14 years old,1995,7
5-14 years old,1996,7
5-14 years old,1997,6
5-14 years old,1998,6
5-14 years old,1999,6
5-14 years old,2000,5
5-14 years old,2001,5
5-14 years old,2002,4
5-14 years old,2003,3
5-14 years old,2004,3
5-14 years old,2005,2
5-14 years old,2006,2
5-14 years old,2007,2
5-14 years old,2008,1
5-14 years old,2009,1
5-14 years old,2010,1
5-14 years old,2011,1
5-14 years old,2012,1
5-14 years old,2013,1
5-14 years old,2014,1
5-14 years old,2015,2
5-14 years old,2016,2
5-14 years old,2017,2
5-14 years old,2018,1
5-14 years old,2019,1
5-14 years old,1990,1
5-14 years old,1991,1
5-14 years old,1992,1
5-14 years old,1993,1
5-14 years old,1994,1
5-14 years old,1995,1
5-14 years old,1996,1
5-14 years old,1997,1
5-14 years old,1998,1
5-14 years old,1999,1
5-14 years old,2000,1
5-14 years old,2001,1
5-14 years old,2002,1
5-14 years old,2003,1
5-14 years old,2004,0
5-14 years old,2005,0
5-14 years old,2006,0
5-14 years old,2007,0
5-14 years old,2008,0
5-14 years old,2009,0
5-14 years old,2010,0
5-14 years old,2011,0
5-14 years old,2012,0
5-14 years old,2013,0
5-14 years old,2014,0
5-14 years old,2015,0
5-14 years old,2016,0
5-14 years old,2017,0
5-14 years old,2018,0
5-14 years old,2019,0
5-14 years old,1990,0
5-14 years old,1991,0
5-14 years old,1992,0
5-14 years old,1993,0
5-14 years old,1994,0
5-14 years old,1995,0
5-14 years old,1996,0
5-14 years old,1997,0
5-14 years old,1998,0
5-14 years old,1999,0
5-14 years old,2000,0
5-14 years old,2001,0
5-14 years old,2002,0
5-14 years old,2003,0
5-14 years old,2004,0
5-14 years old,2005,0
5-14 years old,2006,0
5-14 years old,2007,0
5-14 years old,2008,0
5-14 years old,2009,0
5-14 years old,2010,0
5-14 years old,2011,0
5-14 years old,2012,0
5-14 years old,2013,0
5-14 years old,2014,0
5-14 years old,2015,0
5-14 years old,2016,0
5-14 years old,2017,0
5-14 years old,2018,0
5-14 years old,2019,0
5-14 years old,1990,3
5-14 years old,1991,3
5-14 years old,1992,3
5-14 years old,1993,3
5-14 years old,1994,3
5-14 years old,1995,3
5-14 years old,1996,3
5-14 years old,1997,3
5-14 years old,1998,3
5-14 years old,1999,3
5-14 years old,2000,3
5-14 years old,2001,3
5-14 years old,2002,3
5-14 years old,2003,3
5-14 years old,2004,3
5-14 years old,2005,3
5-14 years old,2006,3
5-14 years old,2007,2
5-14 years old,2008,2
5-14 years old,2009,2
5-14 years old,2010,2
5-14 years old,2011,2
5-14 years old,2012,2
5-14 years old,2013,2
5-14 years old,2014,3
5-14 years old,2015,3
5-14 years old,2016,3
5-14 years old,2017,3
5-14 years old,2018,3
5-14 years old,2019,3
5-14 years old,1990,0
5-14 years old,1991,0
5-14 years old,1992,0
5-14 years old,1993,0
5-14 years old,1994,0
5-14 years old,1995,0
5-14 years old,1996,0
5-14 years old,1997,0
5-14 years old,1998,0
5-14 years old,1999,0
5-14 years old,2000,0
5-14 years old,2001,0
5-14 years old,2002,0
5-14 years old,2003,0
5-14 years old,2004,0
5-14 years old,2005,0
5-14 years old,2006,0
5-14 years old,2007,0
5-14 years old,2008,0
5-14 years old,2009,0
5-14 years old,2010,0
5-14 years old,2011,0
5-14 years old,2012,0
5-14 years old,2013,0
5-14 years old,2014,0
5-14 years old,2015,0
5-14 years old,2016,0
5-14 years old,2017,0
5-14 years old,2018,0
5-14 years old,2019,0
5-14 years old,1990,0
5-14 years old,1991,0
5-14 years old,1992,0
5-14 years old,1993,0
5-14 years old,1994,0
5-14 years old,1995,0
5-14 years old,1996,0
5-14 years old,1997,0
5-14 years old,1998,0
5-14 years old,1999,0
5-14 years old,2000,0
5-14 years old,2001,0
5-14 years old,2002,0
5-14 years old,2003,0
5-14 years old,2004,0
5-14 years old,2005,0
5-14 years old,2006,0
5-14 years old,2007,0
5-14 years old,2008,0
5-14 years old,2009,0
5-14 years old,2010,0
5-14 years old,2011,0
5-14 years old,2012,0
5-14 years old,2013,0
5-14 years old,2014,0
5-14 years old,2015,0
5-14 years old,2016,0
5-14 years old,2017,0
5-14 years old,2018,0
5-14 years old,2019,0
5-14 years old,1990,1
5-14 years old,1991,1
5-14 years old,1992,1
5-14 years old,1993,1
5-14 years old,1994,1
5-14 years old,1995,1
5-14 years old,1996,1
5-14 years old,1997,1
5-14 years old,1998,1
5-14 years old,1999,1
5-14 years old,2000,1
5-14 years old,2001,1
5-14 years old,2002,1
5-14 years old,2003,1
5-14 years old,2004,1
5-14 years old,2005,1
5-14 years old,2006,1
5-14 years old,2007,1
5-14 years old,2008,1
5-14 years old,2009,0
5-14 years old,2010,0
5-14 years old,2011,0
5-14 years old,2012,1
5-14 years old,2013,1
5-14 years old,2014,1
5-14 years old,2015,1
5-14 years old,2016,1
5-14 years old,2017,1
5-14 years old,2018,1
5-14 years old,2019,1
5-14 years old,1990,1
5-14 years old,1991,1
5-14 years old,1992,1
5-14 years old,1993,1
5-14 years old,1994,1
5-14 years old,1995,1
5-14 years old,1996,1
5-14 years old,1997,1
5-14 years old,1998,1
5-14 years old,1999,1
5-14 years old,2000,1
5-14 years old,2001,1
5-14 years old,2002,1
5-14 years old,2003,1
5-14 years old,2004,1
5-14 years old,2005,1
5-14 years old,2006,1
5-14 years old,2007,1
5-14 years old,2008,1
5-14 years old,2009,1
5-14 years old,2010,1
5-14 years old,2011,1
5-14 years old,2012,1
5-14 years old,2013,1
5-14 years old,2014,1
5-14 years old,2015,1
5-14 years old,2016,1
5-14 years old,2017,1
5-14 years old,2018,1
5-14 years old,2019,1
5-14 years old,1990,36
5-14 years old,1991,34
5-14 years old,1992,35
5-14 years old,1993,37
5-14 years old,1994,40
5-14 years old,1995,44
5-14 years old,1996,49
5-14 years old,1997,47
5-14 years old,1998,47
5-14 years old,1999,45
5-14 years old,2000,43
5-14 years old,2001,43
5-14 years old,2002,38
5-14 years old,2003,39
5-14 years old,2004,31
5-14 years old,2005,26
5-14 years old,2006,24
5-14 years old,2007,23
5-14 years old,2008,22
5-14 years old,2009,21
5-14 years old,2010,20
5-14 years old,2011,18
5-14 years old,2012,18
5-14 years old,2013,17
5-14 years old,2014,18
5-14 years old,2015,17
5-14 years old,2016,17
5-14 years old,2017,16
5-14 years old,2018,16
5-14 years old,2019,16
5-14 years old,1990,39
5-14 years old,1991,38
5-14 years old,1992,37
5-14 years old,1993,35
5-14 years old,1994,33
5-14 years old,1995,30
5-14 years old,1996,27
5-14 years old,1997,24
5-14 years old,1998,21
5-14 years old,1999,19
5-14 years old,2000,17
5-14 years old,2001,15
5-14 years old,2002,14
5-14 years old,2003,13
5-14 years old,2004,12
5-14 years old,2005,11
5-14 years old,2006,10
5-14 years old,2007,9
5-14 years old,2008,9
5-14 years old,2009,8
5-14 years old,2010,7
5-14 years old,2011,7
5-14 years old,2012,6
5-14 years old,2013,6
5-14 years old,2014,5
5-14 years old,2015,5
5-14 years old,2016,4
5-14 years old,2017,4
5-14 years old,2018,4
5-14 years old,2019,4
5-14 years old,1990,0
5-14 years old,1991,0
5-14 years old,1992,0
5-14 years old,1993,0
5-14 years old,1994,0
5-14 years old,1995,0
5-14 years old,1996,0
5-14 years old,1997,0
5-14 years old,1998,0
5-14 years old,1999,0
5-14 years old,2000,0
5-14 years old,2001,0
5-14 years old,2002,0
5-14 years old,2003,0
5-14 years old,2004,0
5-14 years old,2005,0
5-14 years old,2006,0
5-14 years old,2007,0
5-14 years old,2008,0
5-14 years old,2009,0
5-14 years old,2010,0
5-14 years old,2011,0
5-14 years old,2012,0
5-14 years old,2013,0
5-14 years old,2014,0
5-14 years old,2015,0
5-14 years old,2016,0
5-14 years old,2017,0
5-14 years old,2018,0
5-14 years old,2019,0
5-14 years old,1990,1622
5-14 years old,1991,1605
5-14 years old,1992,1463
5-14 years old,1993,1374
5-14 years old,1994,1338
5-14 years old,1995,1289
5-14 years old,1996,1222
5-14 years old,1997,1140
5-14 years old,1998,1053
5-14 years old,1999,951
5-14 years old,2000,843
5-14 years old,2001,751
5-14 years old,2002,646
5-14 years old,2003,560
5-14 years old,2004,492
5-14 years old,2005,468
5-14 years old,2006,435
5-14 years old,2007,398
5-14 years old,2008,388
5-14 years old,2009,381
5-14 years old,2010,355
5-14 years old,2011,333
5-14 years old,2012,326
5-14 years old,2013,318
5-14 years old,2014,307
5-14 years old,2015,297
5-14 years old,2016,283
5-14 years old,2017,267
5-14 years old,2018,249
5-14 years old,2019,236
5-14 years old,1990,30137
5-14 years old,1991,30024
5-14 years old,1992,29184
5-14 years old,1993,27936
5-14 years old,1994,26238
5-14 years old,1995,26041
5-14 years old,1996,25325
5-14 years old,1997,23947
5-14 years old,1998,22573
5-14 years old,1999,21007
5-14 years old,2000,18906
5-14 years old,2001,17939
5-14 years old,2002,16440
5-14 years old,2003,13929
5-14 years old,2004,13346
5-14 years old,2005,12955
5-14 years old,2006,12349
5-14 years old,2007,11647
5-14 years old,2008,11207
5-14 years old,2009,10552
5-14 years old,2010,10228
5-14 years old,2011,9813
5-14 years old,2012,9078
5-14 years old,2013,8608
5-14 years old,2014,8252
5-14 years old,2015,8061
5-14 years old,2016,7874
5-14 years old,2017,7723
5-14 years old,2018,7329
5-14 years old,2019,6948
5-14 years old,1990,34
5-14 years old,1991,32
5-14 years old,1992,31
5-14 years old,1993,29
5-14 years old,1994,27
5-14 years old,1995,26
5-14 years old,1996,25
5-14 years old,1997,24
5-14 years old,1998,23
5-14 years old,1999,22
5-14 years old,2000,21
5-14 years old,2001,20
5-14 years old,2002,19
5-14 years old,2003,18
5-14 years old,2004,17
5-14 years old,2005,16
5-14 years old,2006,15
5-14 years old,2007,14
5-14 years old,2008,14
5-14 years old,2009,13
5-14 years old,2010,13
5-14 years old,2011,12
5-14 years old,2012,12
5-14 years old,2013,12
5-14 years old,2014,12
5-14 years old,2015,11
5-14 years old,2016,11
5-14 years old,2017,11
5-14 years old,2018,11
5-14 years old,2019,10
5-14 years old,1990,6630
5-14 years old,1991,6666
5-14 years old,1992,6797
5-14 years old,1993,6937
5-14 years old,1994,7009
5-14 years old,1995,8242
5-14 years old,1996,8990
5-14 years old,1997,8962
5-14 years old,1998,8991
5-14 years old,1999,8978
5-14 years old,2000,7564
5-14 years old,2001,7401
5-14 years old,2002,7276
5-14 years old,2003,5850
5-14 years old,2004,5701
5-14 years old,2005,5661
5-14 years old,2006,5514
5-14 years old,2007,5342
5-14 years old,2008,5178
5-14 years old,2009,4976
5-14 years old,2010,5121
5-14 years old,2011,4974
5-14 years old,2012,4437
5-14 years old,2013,4362
5-14 years old,2014,4313
5-14 years old,2015,4251
5-14 years old,2016,4250
5-14 years old,2017,4225
5-14 years old,2018,4046
5-14 years old,2019,3858
5-14 years old,1990,21203
5-14 years old,1991,21087
5-14 years old,1992,20271
5-14 years old,1993,18976
5-14 years old,1994,17233
5-14 years old,1995,15851
5-14 years old,1996,14439
5-14 years old,1997,13164
5-14 years old,1998,11841
5-14 years old,1999,10390
5-14 years old,2000,9823
5-14 years old,2001,9149
5-14 years old,2002,7904
5-14 years old,2003,6919
5-14 years old,2004,6576
5-14 years old,2005,6305
5-14 years old,2006,5923
5-14 years old,2007,5465
5-14 years old,2008,5237
5-14 years old,2009,4819
5-14 years old,2010,4385
5-14 years old,2011,4157
5-14 years old,2012,4002
5-14 years old,2013,3652
5-14 years old,2014,3375
5-14 years old,2015,3276
5-14 years old,2016,3105
5-14 years old,2017,2988
5-14 years old,2018,2789
5-14 years old,2019,2614
5-14 years old,1990,2256
5-14 years old,1991,2225
5-14 years old,1992,2072
5-14 years old,1993,1981
5-14 years old,1994,1955
5-14 years old,1995,1909
5-14 years old,1996,1859
5-14 years old,1997,1785
5-14 years old,1998,1706
5-14 years old,1999,1605
5-14 years old,2000,1488
5-14 years old,2001,1359
5-14 years old,2002,1232
5-14 years old,2003,1133
5-14 years old,2004,1043
5-14 years old,2005,965
5-14 years old,2006,889
5-14 years old,2007,818
5-14 years old,2008,770
5-14 years old,2009,737
5-14 years old,2010,701
5-14 years old,2011,662
5-14 years old,2012,620
5-14 years old,2013,575
5-14 years old,2014,546
5-14 years old,2015,517
5-14 years old,2016,502
5-14 years old,2017,492
5-14 years old,2018,478
5-14 years old,2019,459
5-14 years old,1990,198
5-14 years old,1991,197
5-14 years old,1992,194
5-14 years old,1993,191
5-14 years old,1994,187
5-14 years old,1995,184
5-14 years old,1996,184
5-14 years old,1997,178
5-14 years old,1998,174
5-14 years old,1999,168
5-14 years old,2000,161
5-14 years old,2001,153
5-14 years old,2002,152
5-14 years old,2003,142
5-14 years old,2004,131
5-14 years old,2005,122
5-14 years old,2006,114
5-14 years old,2007,116
5-14 years old,2008,111
5-14 years old,2009,104
5-14 years old,2010,98
5-14 years old,2011,94
5-14 years old,2012,87
5-14 years old,2013,84
5-14 years old,2014,80
5-14 years old,2015,78
5-14 years old,2016,77
5-14 years old,2017,77
5-14 years old,2018,78
5-14 years old,2019,78
5-14 years old,1990,109
5-14 years old,1991,111
5-14 years old,1992,116
5-14 years old,1993,120
5-14 years old,1994,122
5-14 years old,1995,124
5-14 years old,1996,126
5-14 years old,1997,127
5-14 years old,1998,127
5-14 years old,1999,127
5-14 years old,2000,129
5-14 years old,2001,128
5-14 years old,2002,127
5-14 years old,2003,129
5-14 years old,2004,138
5-14 years old,2005,140
5-14 years old,2006,141
5-14 years old,2007,138
5-14 years old,2008,136
5-14 years old,2009,124
5-14 years old,2010,121
5-14 years old,2011,119
5-14 years old,2012,110
5-14 years old,2013,106
5-14 years old,2014,109
5-14 years old,2015,106
5-14 years old,2016,100
5-14 years old,2017,100
5-14 years old,2018,88
5-14 years old,2019,82
5-14 years old,1990,77
5-14 years old,1991,75
5-14 years old,1992,74
5-14 years old,1993,61
5-14 years old,1994,65
5-14 years old,1995,52
5-14 years old,1996,34
5-14 years old,1997,31
5-14 years old,1998,33
5-14 years old,1999,38
5-14 years old,2000,39
5-14 years old,2001,39
5-14 years old,2002,40
5-14 years old,2003,43
5-14 years old,2004,44
5-14 years old,2005,52
5-14 years old,2006,63
5-14 years old,2007,70
5-14 years old,2008,99
5-14 years old,2009,99
5-14 years old,2010,101
5-14 years old,2011,111
5-14 years old,2012,115
5-14 years old,2013,103
5-14 years old,2014,101
5-14 years old,2015,108
5-14 years old,2016,115
5-14 years old,2017,118
5-14 years old,2018,119
5-14 years old,2019,114
0-5 years old,1990,1763
0-5 years old,1991,1806
0-5 years old,1992,2051
0-5 years old,1993,2408
0-5 years old,1994,2628
0-5 years old,1995,2659
0-5 years old,1996,2685
0-5 years old,1997,2737
0-5 years old,1998,2672
0-5 years old,1999,2583
0-5 years old,2000,2505
0-5 years old,2001,2405
0-5 years old,2002,2247
0-5 years old,2003,2453
0-5 years old,2004,2441
0-5 years old,2005,2306
0-5 years old,2006,2177
0-5 years old,2007,1972
0-5 years old,2008,1786
0-5 years old,2009,1591
0-5 years old,2010,1531
0-5 years old,2011,1424
0-5 years old,2012,1309
0-5 years old,2013,1297
0-5 years old,2014,1237
0-5 years old,2015,1144
0-5 years old,2016,1094
0-5 years old,2017,1021
0-5 years old,2018,943
0-5 years old,2019,911
0-5 years old,1990,168033
0-5 years old,1991,167717
0-5 years old,1992,168249
0-5 years old,1993,167234
0-5 years old,1994,165422
0-5 years old,1995,163352
0-5 years old,1996,159871
0-5 years old,1997,156633
0-5 years old,1998,153743
0-5 years old,1999,150719
0-5 years old,2000,146014
0-5 years old,2001,140080
0-5 years old,2002,135645
0-5 years old,2003,129158
0-5 years old,2004,123397
0-5 years old,2005,120161
0-5 years old,2006,115434
0-5 years old,2007,109881
0-5 years old,2008,103454
0-5 years old,2009,97921
0-5 years old,2010,92961
0-5 years old,2011,89607
0-5 years old,2012,86008
0-5 years old,2013,83246
0-5 years old,2014,80488
0-5 years old,2015,77721
0-5 years old,2016,75673
0-5 years old,2017,72978
0-5 years old,2018,67226
0-5 years old,2019,62539
0-5 years old,1990,32
0-5 years old,1991,37
0-5 years old,1992,39
0-5 years old,1993,41
0-5 years old,1994,41
0-5 years old,1995,42
0-5 years old,1996,40
0-5 years old,1997,37
0-5 years old,1998,32
0-5 years old,1999,26
0-5 years old,2000,18
0-5 years old,2001,12
0-5 years old,2002,9
0-5 years old,2003,7
0-5 years old,2004,5
0-5 years old,2005,4
0-5 years old,2006,3
0-5 years old,2007,3
0-5 years old,2008,3
0-5 years old,2009,2
0-5 years old,2010,2
0-5 years old,2011,2
0-5 years old,2012,2
0-5 years old,2013,2
0-5 years old,2014,2
0-5 years old,2015,2
0-5 years old,2016,2
0-5 years old,2017,2
0-5 years old,2018,2
0-5 years old,2019,2
0-5 years old,1990,310
0-5 years old,1991,296
0-5 years old,1992,281
0-5 years old,1993,267
0-5 years old,1994,249
0-5 years old,1995,231
0-5 years old,1996,212
0-5 years old,1997,201
0-5 years old,1998,188
0-5 years old,1999,172
0-5 years old,2000,159
0-5 years old,2001,141
0-5 years old,2002,122
0-5 years old,2003,105
0-5 years old,2004,92
0-5 years old,2005,82
0-5 years old,2006,72
0-5 years old,2007,64
0-5 years old,2008,57
0-5 years old,2009,51
0-5 years old,2010,47
0-5 years old,2011,44
0-5 years old,2012,41
0-5 years old,2013,39
0-5 years old,2014,38
0-5 years old,2015,36
0-5 years old,2016,34
0-5 years old,2017,30
0-5 years old,2018,27
0-5 years old,2019,25
0-5 years old,1990,1
0-5 years old,1991,1
0-5 years old,1992,1
0-5 years old,1993,1
0-5 years old,1994,1
0-5 years old,1995,1
0-5 years old,1996,1
0-5 years old,1997,1
0-5 years old,1998,1
0-5 years old,1999,1
0-5 years old,2000,1
0-5 years old,2001,1
0-5 years old,2002,1
0-5 years old,2003,1
0-5 years old,2004,1
0-5 years old,2005,1
0-5 years old,2006,1
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,0
0-5 years old,1991,0
0-5 years old,1992,0
0-5 years old,1993,0
0-5 years old,1994,0
0-5 years old,1995,0
0-5 years old,1996,0
0-5 years old,1997,0
0-5 years old,1998,0
0-5 years old,1999,0
0-5 years old,2000,0
0-5 years old,2001,0
0-5 years old,2002,0
0-5 years old,2003,0
0-5 years old,2004,0
0-5 years old,2005,0
0-5 years old,2006,0
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,9959
0-5 years old,1991,9948
0-5 years old,1992,9917
0-5 years old,1993,9882
0-5 years old,1994,9712
0-5 years old,1995,9464
0-5 years old,1996,9113
0-5 years old,1997,8705
0-5 years old,1998,8385
0-5 years old,1999,8041
0-5 years old,2000,7736
0-5 years old,2001,7481
0-5 years old,2002,7099
0-5 years old,2003,6821
0-5 years old,2004,6923
0-5 years old,2005,6588
0-5 years old,2006,6194
0-5 years old,2007,5860
0-5 years old,2008,5449
0-5 years old,2009,4954
0-5 years old,2010,4658
0-5 years old,2011,4203
0-5 years old,2012,3826
0-5 years old,2013,3417
0-5 years old,2014,3064
0-5 years old,2015,2798
0-5 years old,2016,2523
0-5 years old,2017,2183
0-5 years old,2018,1948
0-5 years old,2019,1844
0-5 years old,1990,0
0-5 years old,1991,0
0-5 years old,1992,0
0-5 years old,1993,0
0-5 years old,1994,0
0-5 years old,1995,0
0-5 years old,1996,0
0-5 years old,1997,0
0-5 years old,1998,0
0-5 years old,1999,0
0-5 years old,2000,0
0-5 years old,2001,0
0-5 years old,2002,0
0-5 years old,2003,0
0-5 years old,2004,0
0-5 years old,2005,0
0-5 years old,2006,0
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,667
0-5 years old,1991,623
0-5 years old,1992,563
0-5 years old,1993,499
0-5 years old,1994,458
0-5 years old,1995,441
0-5 years old,1996,426
0-5 years old,1997,389
0-5 years old,1998,361
0-5 years old,1999,316
0-5 years old,2000,285
0-5 years old,2001,269
0-5 years old,2002,275
0-5 years old,2003,248
0-5 years old,2004,212
0-5 years old,2005,176
0-5 years old,2006,149
0-5 years old,2007,135
0-5 years old,2008,121
0-5 years old,2009,106
0-5 years old,2010,94
0-5 years old,2011,83
0-5 years old,2012,71
0-5 years old,2013,65
0-5 years old,2014,59
0-5 years old,2015,52
0-5 years old,2016,50
0-5 years old,2017,50
0-5 years old,2018,50
0-5 years old,2019,49
0-5 years old,1990,1
0-5 years old,1991,1
0-5 years old,1992,1
0-5 years old,1993,1
0-5 years old,1994,1
0-5 years old,1995,1
0-5 years old,1996,1
0-5 years old,1997,1
0-5 years old,1998,1
0-5 years old,1999,1
0-5 years old,2000,1
0-5 years old,2001,0
0-5 years old,2002,0
0-5 years old,2003,0
0-5 years old,2004,0
0-5 years old,2005,0
0-5 years old,2006,0
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,1
0-5 years old,1991,1
0-5 years old,1992,1
0-5 years old,1993,1
0-5 years old,1994,1
0-5 years old,1995,1
0-5 years old,1996,1
0-5 years old,1997,1
0-5 years old,1998,1
0-5 years old,1999,1
0-5 years old,2000,1
0-5 years old,2001,1
0-5 years old,2002,1
0-5 years old,2003,1
0-5 years old,2004,1
0-5 years old,2005,1
0-5 years old,2006,1
0-5 years old,2007,1
0-5 years old,2008,1
0-5 years old,2009,1
0-5 years old,2010,1
0-5 years old,2011,1
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,0
0-5 years old,1991,0
0-5 years old,1992,0
0-5 years old,1993,0
0-5 years old,1994,0
0-5 years old,1995,0
0-5 years old,1996,0
0-5 years old,1997,0
0-5 years old,1998,0
0-5 years old,1999,0
0-5 years old,2000,0
0-5 years old,2001,0
0-5 years old,2002,0
0-5 years old,2003,0
0-5 years old,2004,0
0-5 years old,2005,0
0-5 years old,2006,0
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,118
0-5 years old,1991,112
0-5 years old,1992,107
0-5 years old,1993,100
0-5 years old,1994,93
0-5 years old,1995,84
0-5 years old,1996,76
0-5 years old,1997,69
0-5 years old,1998,61
0-5 years old,1999,52
0-5 years old,2000,42
0-5 years old,2001,34
0-5 years old,2002,30
0-5 years old,2003,27
0-5 years old,2004,24
0-5 years old,2005,22
0-5 years old,2006,19
0-5 years old,2007,17
0-5 years old,2008,15
0-5 years old,2009,14
0-5 years old,2010,13
0-5 years old,2011,13
0-5 years old,2012,12
0-5 years old,2013,11
0-5 years old,2014,10
0-5 years old,2015,10
0-5 years old,2016,9
0-5 years old,2017,8
0-5 years old,2018,7
0-5 years old,2019,7
0-5 years old,1990,2
0-5 years old,1991,2
0-5 years old,1992,2
0-5 years old,1993,2
0-5 years old,1994,2
0-5 years old,1995,2
0-5 years old,1996,2
0-5 years old,1997,2
0-5 years old,1998,2
0-5 years old,1999,1
0-5 years old,2000,1
0-5 years old,2001,1
0-5 years old,2002,1
0-5 years old,2003,1
0-5 years old,2004,1
0-5 years old,2005,1
0-5 years old,2006,1
0-5 years old,2007,1
0-5 years old,2008,1
0-5 years old,2009,1
0-5 years old,2010,1
0-5 years old,2011,1
0-5 years old,2012,1
0-5 years old,2013,1
0-5 years old,2014,1
0-5 years old,2015,1
0-5 years old,2016,1
0-5 years old,2017,1
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,1
0-5 years old,1991,1
0-5 years old,1992,1
0-5 years old,1993,1
0-5 years old,1994,1
0-5 years old,1995,1
0-5 years old,1996,0
0-5 years old,1997,0
0-5 years old,1998,0
0-5 years old,1999,0
0-5 years old,2000,0
0-5 years old,2001,0
0-5 years old,2002,0
0-5 years old,2003,0
0-5 years old,2004,0
0-5 years old,2005,0
0-5 years old,2006,0
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,42678
0-5 years old,1991,37927
0-5 years old,1992,33966
0-5 years old,1993,30213
0-5 years old,1994,28487
0-5 years old,1995,25895
0-5 years old,1996,23860
0-5 years old,1997,21946
0-5 years old,1998,20020
0-5 years old,1999,18354
0-5 years old,2000,16704
0-5 years old,2001,14828
0-5 years old,2002,12951
0-5 years old,2003,11027
0-5 years old,2004,9337
0-5 years old,2005,7538
0-5 years old,2006,6240
0-5 years old,2007,5631
0-5 years old,2008,4851
0-5 years old,2009,4195
0-5 years old,2010,3675
0-5 years old,2011,3275
0-5 years old,2012,2792
0-5 years old,2013,2410
0-5 years old,2014,2104
0-5 years old,2015,1935
0-5 years old,2016,1675
0-5 years old,2017,1421
0-5 years old,2018,1173
0-5 years old,2019,996
0-5 years old,1990,1
0-5 years old,1991,1
0-5 years old,1992,1
0-5 years old,1993,1
0-5 years old,1994,1
0-5 years old,1995,1
0-5 years old,1996,1
0-5 years old,1997,1
0-5 years old,1998,1
0-5 years old,1999,1
0-5 years old,2000,1
0-5 years old,2001,1
0-5 years old,2002,0
0-5 years old,2003,0
0-5 years old,2004,0
0-5 years old,2005,0
0-5 years old,2006,0
0-5 years old,2007,0
0-5 years old,2008,0
0-5 years old,2009,0
0-5 years old,2010,0
0-5 years old,2011,0
0-5 years old,2012,0
0-5 years old,2013,0
0-5 years old,2014,0
0-5 years old,2015,0
0-5 years old,2016,0
0-5 years old,2017,0
0-5 years old,2018,0
0-5 years old,2019,0
0-5 years old,1990,11
0-5 years old,1991,11
0-5 years old,1992,10
0-5 years old,1993,9
0-5 years old,1994,8
0-5 years old,1995,8
0-5 years old,1996,7
0-5 years old,1997,7
0-5 years old,1998,6
0-5 years old,1999,6
0-5 years old,2000,6
0-5 years old,2001,6
0-5 years old,2002,5
0-5 years old,2003,4
0-5 years old,2004,4
0-5 years old,2005,4
0-5 years old,2006,4
0-5 years old,2007,3
0-5 years old,2008,3
0-5 years old,2009,3
0-5 years old,2010,3
0-5 years old,2011,3
0-5 years old,2012,3
0-5 years old,2013,3
0-5 years old,2014,3
0-5 years old,2015,3
0-5 years old,2016,3
0-5 years old,2017,2
0-5 years old,2018,2
0-5 years old,2019,2
0-5 years old,1990,0
0-5 years old,1991,0
0-5 years old,1992,0
0-5 years old,1993,0
0-5 years old,1994,0
0-5 years old,1995,0
