Series,Year,Deaths
70+ years old,1996,19159
70+ years old,1997,19070
70+ years old,1998,18818
70+ years old,1999,18687
70+ years old,2000,18411
70+ years old,2001,18322
70+ years old,2002,18232
70+ years old,2003,18063
70+ years old,2004,17738
70+ years old,2005,17663
70+ years old,2006,17603
70+ years old,2007,17667
70+ years old,2008,18057
70+ years old,2009,18748
70+ years old,2010,19492
70+ years old,2011,19987
70+ years old,2012,20494
70+ years old,2013,21404
70+ years old,2014,22205
70+ years old,2015,23159
70+ years old,2016,24426
70+ years old,2017,25308
70+ years old,2018,25975
70+ years old,2019,26844
70+ years old,1990,158
70+ years old,1991,158
70+ years old,1992,156
70+ years old,1993,157
70+ years old,1994,158
70+ years old,1995,159
70+ years old,1996,165
70+ years old,1997,165
70+ years old,1998,168
70+ years old,1999,171
70+ years old,2000,174
70+ years old,2001,174
70+ years old,2002,172
70+ years old,2003,168
70+ years old,2004,164
70+ years old,2005,160
70+ years old,2006,158
70+ years old,2007,154
70+ years old,2008,152
70+ years old,2009,149
70+ years old,2010,148
70+ years old,2011,148
70+ years old,2012,146
70+ years old,2013,144
70+ years old,2014,141
70+ years old,2015,141
70+ years old,2016,142
70+ years old,2017,143
70+ years old,2018,150
70+ years old,2019,158
70+ years old,1990,216
70+ years old,1991,224
70+ years old,1992,232
70+ years old,1993,238
70+ years old,1994,247
70+ years old,1995,257
70+ years old,1996,267
70+ years old,1997,278
70+ years old,1998,290
70+ years old,1999,300
70+ years old,2000,311
70+ years old,2001,315
70+ years old,2002,319
70+ years old,2003,320
70+ years old,2004,320
70+ years old,2005,320
70+ years old,2006,320
70+ years old,2007,315
70+ years old,2008,311
70+ years old,2009,308
70+ years old,2010,311
70+ years old,2011,312
70+ years old,2012,312
70+ years old,2013,312
70+ years old,2014,314
70+ years old,2015,317
70+ years old,2016,319
70+ years old,2017,331
70+ years old,2018,335
70+ years old,2019,340
70+ years old,1990,291
70+ years old,1991,305
70+ years old,1992,327
70+ years old,1993,345
70+ years old,1994,362
70+ years old,1995,383
70+ years old,1996,393
70+ years old,1997,403
70+ years old,1998,420
70+ years old,1999,437
70+ years old,2000,456
70+ years old,2001,462
70+ years old,2002,470
70+ years old,2003,473
70+ years old,2004,480
70+ years old,2005,481
70+ years old,2006,489
70+ years old,2007,501
70+ years old,2008,519
70+ years old,2009,526
70+ years old,2010,525
70+ years old,2011,513
70+ years old,2012,501
70+ years old,2013,490
70+ years old,2014,485
70+ years old,2015,482
70+ years old,2016,478
70+ years old,2017,473
70+ years old,2018,473
70+ years old,2019,476
50-69 years old,1990,45
50-69 years old,1991,46
50-69 years old,1992,48
50-69 years old,1993,50
50-69 years old,1994,53
50-69 years old,1995,54
50-69 years old,1996,55
50-69 years old,1997,55
50-69 years old,1998,56
50-69 years old,1999,58
50-69 years old,2000,58
50-69 years old,2001,58
50-69 years old,2002,54
50-69 years old,2003,51
50-69 years old,2004,48
50-69 years old,2005,45
50-69 years old,2006,42
50-69 years old,2007,39
50-69 years old,2008,36
50-69 years old,2009,32
50-69 years old,2010,31
50-69 years old,2011,30
50-69 years old,2012,28
50-69 years old,2013,28
50-69 years old,2014,28
50-69 years old,2015,28
50-69 years old,2016,30
50-69 years old,2017,31
50-69 years old,2018,33
50-69 years old,2019,35
50-69 years old,1990,10726
50-69 years old,1991,10742
50-69 years old,1992,10855
50-69 years old,1993,10916
50-69 years old,1994,10983
50-69 years old,1995,11125
50-69 years old,1996,11133
50-69 years old,1997,11066
50-69 years old,1998,11005
50-69 years old,1999,10778
50-69 years old,2000,10494
50-69 years old,2001,10188
50-69 years old,2002,9869
50-69 years old,2003,9602
50-69 years old,2004,9307
50-69 years old,2005,8978
50-69 years old,2006,8702
50-69 years old,2007,8407
50-69 years old,2008,8165
50-69 years old,2009,7991
50-69 years old,2010,7848
50-69 years old,2011,7779
50-69 years old,2012,7708
50-69 years old,2013,7653
50-69 years old,2014,7620
50-69 years old,2015,7576
50-69 years old,2016,7616
50-69 years old,2017,7702
50-69 years old,2018,7625
50-69 years old,2019,7628
50-69 years old,1990,1
50-69 years old,1991,1
50-69 years old,1992,1
50-69 years old,1993,1
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,13
50-69 years old,1991,14
50-69 years old,1992,15
50-69 years old,1993,15
50-69 years old,1994,15
50-69 years old,1995,16
50-69 years old,1996,16
50-69 years old,1997,15
50-69 years old,1998,15
50-69 years old,1999,15
50-69 years old,2000,15
50-69 years old,2001,14
50-69 years old,2002,13
50-69 years old,2003,12
50-69 years old,2004,11
50-69 years old,2005,10
50-69 years old,2006,9
50-69 years old,2007,9
50-69 years old,2008,8
50-69 years old,2009,8
50-69 years old,2010,8
50-69 years old,2011,7
50-69 years old,2012,7
50-69 years old,2013,7
50-69 years old,2014,7
50-69 years old,2015,7
50-69 years old,2016,8
50-69 years old,2017,8
50-69 years old,2018,8
50-69 years old,2019,8
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,634
50-69 years old,1991,624
50-69 years old,1992,613
50-69 years old,1993,607
50-69 years old,1994,592
50-69 years old,1995,565
50-69 years old,1996,522
50-69 years old,1997,482
50-69 years old,1998,453
50-69 years old,1999,424
50-69 years old,2000,405
50-69 years old,2001,388
50-69 years old,2002,365
50-69 years old,2003,357
50-69 years old,2004,354
50-69 years old,2005,341
50-69 years old,2006,335
50-69 years old,2007,325
50-69 years old,2008,320
50-69 years old,2009,319
50-69 years old,2010,316
50-69 years old,2011,314
50-69 years old,2012,313
50-69 years old,2013,308
50-69 years old,2014,298
50-69 years old,2015,298
50-69 years old,2016,305
50-69 years old,2017,304
50-69 years old,2018,306
50-69 years old,2019,313
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,150
50-69 years old,1991,156
50-69 years old,1992,166
50-69 years old,1993,169
50-69 years old,1994,172
50-69 years old,1995,182
50-69 years old,1996,194
50-69 years old,1997,210
50-69 years old,1998,223
50-69 years old,1999,231
50-69 years old,2000,227
50-69 years old,2001,228
50-69 years old,2002,240
50-69 years old,2003,234
50-69 years old,2004,216
50-69 years old,2005,199
50-69 years old,2006,187
50-69 years old,2007,184
50-69 years old,2008,169
50-69 years old,2009,163
50-69 years old,2010,155
50-69 years old,2011,146
50-69 years old,2012,143
50-69 years old,2013,138
50-69 years old,2014,132
50-69 years old,2015,132
50-69 years old,2016,138
50-69 years old,2017,142
50-69 years old,2018,144
50-69 years old,2019,147
50-69 years old,1990,5
50-69 years old,1991,5
50-69 years old,1992,5
50-69 years old,1993,5
50-69 years old,1994,4
50-69 years old,1995,4
50-69 years old,1996,4
50-69 years old,1997,4
50-69 years old,1998,4
50-69 years old,1999,4
50-69 years old,2000,3
50-69 years old,2001,3
50-69 years old,2002,3
50-69 years old,2003,2
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,7
50-69 years old,1991,7
50-69 years old,1992,8
50-69 years old,1993,8
50-69 years old,1994,8
50-69 years old,1995,8
50-69 years old,1996,9
50-69 years old,1997,9
50-69 years old,1998,9
50-69 years old,1999,9
50-69 years old,2000,9
50-69 years old,2001,9
50-69 years old,2002,10
50-69 years old,2003,10
50-69 years old,2004,10
50-69 years old,2005,10
50-69 years old,2006,9
50-69 years old,2007,9
50-69 years old,2008,9
50-69 years old,2009,9
50-69 years old,2010,10
50-69 years old,2011,10
50-69 years old,2012,10
50-69 years old,2013,10
50-69 years old,2014,11
50-69 years old,2015,11
50-69 years old,2016,11
50-69 years old,2017,11
50-69 years old,2018,11
50-69 years old,2019,11
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,6
50-69 years old,1991,6
50-69 years old,1992,6
50-69 years old,1993,6
50-69 years old,1994,6
50-69 years old,1995,6
50-69 years old,1996,6
50-69 years old,1997,6
50-69 years old,1998,6
50-69 years old,1999,5
50-69 years old,2000,5
50-69 years old,2001,5
50-69 years old,2002,5
50-69 years old,2003,5
50-69 years old,2004,5
50-69 years old,2005,4
50-69 years old,2006,4
50-69 years old,2007,4
50-69 years old,2008,4
50-69 years old,2009,4
50-69 years old,2010,4
50-69 years old,2011,4
50-69 years old,2012,4
50-69 years old,2013,4
50-69 years old,2014,4
50-69 years old,2015,4
50-69 years old,2016,4
50-69 years old,2017,5
50-69 years old,2018,5
50-69 years old,2019,5
50-69 years old,1990,1
50-69 years old,1991,1
50-69 years old,1992,1
50-69 years old,1993,1
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,1
50-69 years old,2003,1
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,1
50-69 years old,2008,1
50-69 years old,2009,1
50-69 years old,2010,1
50-69 years old,2011,1
50-69 years old,2012,1
50-69 years old,2013,1
50-69 years old,2014,1
50-69 years old,2015,1
50-69 years old,2016,1
50-69 years old,2017,1
50-69 years old,2018,1
50-69 years old,2019,1
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,1
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,1
50-69 years old,1990,862
50-69 years old,1991,860
50-69 years old,1992,925
50-69 years old,1993,953
50-69 years old,1994,960
50-69 years old,1995,965
50-69 years old,1996,894
50-69 years old,1997,786
50-69 years old,1998,674
50-69 years old,1999,574
50-69 years old,2000,495
50-69 years old,2001,416
50-69 years old,2002,346
50-69 years old,2003,283
50-69 years old,2004,230
50-69 years old,2005,190
50-69 years old,2006,154
50-69 years old,2007,126
50-69 years old,2008,104
50-69 years old,2009,85
50-69 years old,2010,69
50-69 years old,2011,52
50-69 years old,2012,39
50-69 years old,2013,29
50-69 years old,2014,23
50-69 years old,2015,17
50-69 years old,2016,14
50-69 years old,2017,11
50-69 years old,2018,9
50-69 years old,2019,7
50-69 years old,1990,1
50-69 years old,1991,1
50-69 years old,1992,1
50-69 years old,1993,1
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,1
50-69 years old,2003,1
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,1
50-69 years old,2008,1
50-69 years old,2009,1
50-69 years old,2010,1
50-69 years old,2011,1
50-69 years old,2012,1
50-69 years old,2013,1
50-69 years old,2014,1
50-69 years old,2015,1
50-69 years old,2016,1
50-69 years old,2017,1
50-69 years old,2018,1
50-69 years old,2019,1
50-69 years old,1990,13
50-69 years old,1991,13
50-69 years old,1992,13
50-69 years old,1993,14
50-69 years old,1994,13
50-69 years old,1995,14
50-69 years old,1996,13
50-69 years old,1997,13
50-69 years old,1998,12
50-69 years old,1999,13
50-69 years old,2000,12
50-69 years old,2001,12
50-69 years old,2002,11
50-69 years old,2003,10
50-69 years old,2004,10
50-69 years old,2005,10
50-69 years old,2006,10
50-69 years old,2007,9
50-69 years old,2008,9
50-69 years old,2009,9
50-69 years old,2010,10
50-69 years old,2011,11
50-69 years old,2012,10
50-69 years old,2013,11
50-69 years old,2014,11
50-69 years old,2015,11
50-69 years old,2016,11
50-69 years old,2017,11
50-69 years old,2018,11
50-69 years old,2019,10
50-69 years old,1990,3
50-69 years old,1991,3
50-69 years old,1992,3
50-69 years old,1993,4
50-69 years old,1994,4
50-69 years old,1995,4
50-69 years old,1996,4
50-69 years old,1997,5
50-69 years old,1998,5
50-69 years old,1999,6
50-69 years old,2000,7
50-69 years old,2001,7
50-69 years old,2002,8
50-69 years old,2003,8
50-69 years old,2004,8
50-69 years old,2005,8
50-69 years old,2006,9
50-69 years old,2007,9
50-69 years old,2008,10
50-69 years old,2009,10
50-69 years old,2010,11
50-69 years old,2011,11
50-69 years old,2012,12
50-69 years old,2013,12
50-69 years old,2014,12
50-69 years old,2015,13
50-69 years old,2016,12
50-69 years old,2017,12
50-69 years old,2018,12
50-69 years old,2019,12
50-69 years old,1990,1
50-69 years old,1991,1
50-69 years old,1992,1
50-69 years old,1993,1
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,1
50-69 years old,2003,1
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,1
50-69 years old,2008,1
50-69 years old,2009,1
50-69 years old,2010,1
50-69 years old,2011,1
50-69 years old,2012,1
50-69 years old,2013,1
50-69 years old,2014,2
50-69 years old,2015,2
50-69 years old,2016,2
50-69 years old,2017,2
50-69 years old,2018,2
50-69 years old,2019,2
50-69 years old,1990,55
50-69 years old,1991,55
50-69 years old,1992,54
50-69 years old,1993,53
50-69 years old,1994,53
50-69 years old,1995,53
50-69 years old,1996,52
50-69 years old,1997,50
50-69 years old,1998,50
50-69 years old,1999,49
50-69 years old,2000,47
50-69 years old,2001,46
50-69 years old,2002,44
50-69 years old,2003,44
50-69 years old,2004,42
50-69 years old,2005,41
50-69 years old,2006,40
50-69 years old,2007,40
50-69 years old,2008,39
50-69 years old,2009,40
50-69 years old,2010,41
50-69 years old,2011,42
50-69 years old,2012,42
50-69 years old,2013,42
50-69 years old,2014,42
50-69 years old,2015,42
50-69 years old,2016,42
50-69 years old,2017,43
50-69 years old,2018,42
50-69 years old,2019,42
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,2
50-69 years old,1991,2
50-69 years old,1992,2
50-69 years old,1993,1
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,101
50-69 years old,1991,102
50-69 years old,1992,104
50-69 years old,1993,105
50-69 years old,1994,104
50-69 years old,1995,105
50-69 years old,1996,103
50-69 years old,1997,104
50-69 years old,1998,103
50-69 years old,1999,101
50-69 years old,2000,99
50-69 years old,2001,96
50-69 years old,2002,94
50-69 years old,2003,92
50-69 years old,2004,90
50-69 years old,2005,89
50-69 years old,2006,88
50-69 years old,2007,89
50-69 years old,2008,90
50-69 years old,2009,91
50-69 years old,2010,91
50-69 years old,2011,92
50-69 years old,2012,94
50-69 years old,2013,95
50-69 years old,2014,96
50-69 years old,2015,96
50-69 years old,2016,98
50-69 years old,2017,99
50-69 years old,2018,100
50-69 years old,2019,102
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,1
50-69 years old,2008,1
50-69 years old,2009,1
50-69 years old,2010,1
50-69 years old,2011,1
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,1
50-69 years old,2019,1
50-69 years old,1990,18
50-69 years old,1991,19
50-69 years old,1992,20
50-69 years old,1993,20
50-69 years old,1994,21
50-69 years old,1995,22
50-69 years old,1996,23
50-69 years old,1997,24
50-69 years old,1998,25
50-69 years old,1999,26
50-69 years old,2000,26
50-69 years old,2001,26
50-69 years old,2002,26
50-69 years old,2003,25
50-69 years old,2004,23
50-69 years old,2005,22
50-69 years old,2006,21
50-69 years old,2007,20
50-69 years old,2008,19
50-69 years old,2009,19
50-69 years old,2010,19
50-69 years old,2011,19
50-69 years old,2012,19
50-69 years old,2013,19
50-69 years old,2014,19
50-69 years old,2015,19
50-69 years old,2016,19
50-69 years old,2017,19
50-69 years old,2018,19
50-69 years old,2019,19
50-69 years old,1990,1152
50-69 years old,1991,1146
50-69 years old,1992,1176
50-69 years old,1993,1209
50-69 years old,1994,1220
50-69 years old,1995,1214
50-69 years old,1996,1243
50-69 years old,1997,1236
50-69 years old,1998,1258
50-69 years old,1999,1267
50-69 years old,2000,1267
50-69 years old,2001,1276
50-69 years old,2002,1273
50-69 years old,2003,1275
50-69 years old,2004,1269
50-69 years old,2005,1218
50-69 years old,2006,1187
50-69 years old,2007,1170
50-69 years old,2008,1152
50-69 years old,2009,1146
50-69 years old,2010,1135
50-69 years old,2011,1129
50-69 years old,2012,1111
50-69 years old,2013,1108
50-69 years old,2014,1092
50-69 years old,2015,1093
50-69 years old,2016,1115
50-69 years old,2017,1101
50-69 years old,2018,1141
50-69 years old,2019,1177
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,1
50-69 years old,2003,1
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,1
50-69 years old,2008,1
50-69 years old,2009,1
50-69 years old,2010,1
50-69 years old,2011,1
50-69 years old,2012,1
50-69 years old,2013,1
50-69 years old,2014,1
50-69 years old,2015,1
50-69 years old,2016,1
50-69 years old,2017,1
50-69 years old,2018,1
50-69 years old,2019,1
50-69 years old,1990,127
50-69 years old,1991,128
50-69 years old,1992,133
50-69 years old,1993,140
50-69 years old,1994,147
50-69 years old,1995,156
50-69 years old,1996,162
50-69 years old,1997,175
50-69 years old,1998,189
50-69 years old,1999,198
50-69 years old,2000,199
50-69 years old,2001,201
50-69 years old,2002,202
50-69 years old,2003,209
50-69 years old,2004,218
50-69 years old,2005,226
50-69 years old,2006,222
50-69 years old,2007,210
50-69 years old,2008,190
50-69 years old,2009,176
50-69 years old,2010,162
50-69 years old,2011,155
50-69 years old,2012,149
50-69 years old,2013,147
50-69 years old,2014,145
50-69 years old,2015,141
50-69 years old,2016,143
50-69 years old,2017,143
50-69 years old,2018,144
50-69 years old,2019,143
50-69 years old,1990,217
50-69 years old,1991,217
50-69 years old,1992,217
50-69 years old,1993,220
50-69 years old,1994,223
50-69 years old,1995,227
50-69 years old,1996,231
50-69 years old,1997,237
50-69 years old,1998,244
50-69 years old,1999,244
50-69 years old,2000,245
50-69 years old,2001,234
50-69 years old,2002,227
50-69 years old,2003,223
50-69 years old,2004,222
50-69 years old,2005,224
50-69 years old,2006,211
50-69 years old,2007,202
50-69 years old,2008,194
50-69 years old,2009,187
50-69 years old,2010,188
50-69 years old,2011,189
50-69 years old,2012,192
50-69 years old,2013,192
50-69 years old,2014,193
50-69 years old,2015,195
50-69 years old,2016,196
50-69 years old,2017,201
50-69 years old,2018,209
50-69 years old,2019,216
50-69 years old,1990,299
50-69 years old,1991,275
50-69 years old,1992,254
50-69 years old,1993,235
50-69 years old,1994,221
50-69 years old,1995,207
50-69 years old,1996,193
50-69 years old,1997,179
50-69 years old,1998,168
50-69 years old,1999,156
50-69 years old,2000,145
50-69 years old,2001,134
50-69 years old,2002,122
50-69 years old,2003,112
50-69 years old,2004,103
50-69 years old,2005,95
50-69 years old,2006,87
50-69 years old,2007,81
50-69 years old,2008,77
50-69 years old,2009,73
50-69 years old,2010,71
50-69 years old,2011,69
50-69 years old,2012,68
50-69 years old,2013,67
50-69 years old,2014,67
50-69 years old,2015,67
50-69 years old,2016,68
50-69 years old,2017,69
50-69 years old,2018,68
50-69 years old,2019,69
50-69 years old,1990,72
50-69 years old,1991,74
50-69 years old,1992,77
50-69 years old,1993,80
50-69 years old,1994,83
50-69 years old,1995,87
50-69 years old,1996,89
50-69 years old,1997,92
50-69 years old,1998,96
50-69 years old,1999,98
50-69 years old,2000,99
50-69 years old,2001,100
50-69 years old,2002,99
50-69 years old,2003,98
50-69 years old,2004,97
50-69 years old,2005,97
50-69 years old,2006,96
50-69 years old,2007,95
50-69 years old,2008,92
50-69 years old,2009,90
50-69 years old,2010,89
50-69 years old,2011,89
50-69 years old,2012,90
50-69 years old,2013,90
50-69 years old,2014,90
50-69 years old,2015,87
50-69 years old,2016,86
50-69 years old,2017,85
50-69 years old,2018,84
50-69 years old,2019,84
50-69 years old,1990,19
50-69 years old,1991,19
50-69 years old,1992,19
50-69 years old,1993,19
50-69 years old,1994,20
50-69 years old,1995,20
50-69 years old,1996,20
50-69 years old,1997,20
50-69 years old,1998,20
50-69 years old,1999,20
50-69 years old,2000,21
50-69 years old,2001,21
50-69 years old,2002,22
50-69 years old,2003,22
50-69 years old,2004,22
50-69 years old,2005,22
50-69 years old,2006,22
50-69 years old,2007,22
50-69 years old,2008,22
50-69 years old,2009,22
50-69 years old,2010,23
50-69 years old,2011,22
50-69 years old,2012,22
50-69 years old,2013,22
50-69 years old,2014,23
50-69 years old,2015,24
50-69 years old,2016,25
50-69 years old,2017,25
50-69 years old,2018,25
50-69 years old,2019,26
50-69 years old,1990,1
50-69 years old,1991,1
50-69 years old,1992,1
50-69 years old,1993,1
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,1
50-69 years old,2003,1
50-69 years old,2004,1
50-69 years old,2005,1
50-69 years old,2006,1
50-69 years old,2007,1
50-69 years old,2008,1
50-69 years old,2009,1
50-69 years old,2010,1
50-69 years old,2011,1
50-69 years old,2012,1
50-69 years old,2013,1
50-69 years old,2014,1
50-69 years old,2015,1
50-69 years old,2016,1
50-69 years old,2017,1
50-69 years old,2018,1
50-69 years old,2019,1
50-69 years old,1990,78
50-69 years old,1991,79
50-69 years old,1992,78
50-69 years old,1993,79
